	-8.9417	-8.0417	-7.1417	-6.2417	-5.3417	-4.4417	-3.5417
5.43129	0.0382085	0.039817	0.042943	0.0419558	0.0410933	0.0412936	0.0425922
4.40464	0.0419482	0.0360766	0.0429357	0.0424939	0.0414622	0.0443002	0.0390055
3.378	0.0391393	0.0443775	0.0421667	0.0369586	0.0424015	0.0414799	0.0397959
2.35136	0.0405953	0.0433927	0.0377445	0.0374115	0.0423058	0.0408441	0.0399689
1.32471	0.0417977	0.0406318	0.0402739	0.0369986	0.0437919	0.0418985	0.0396881
0.298067	0.0444111	0.0358611	0.03956	0.0396786	0.0406062	0.0454907	0.0395428
-0.728577	0.0360725	0.0367649	0.0419762	0.0406453	0.0455174	0.039329	0.0353446
-1.75522	0.0386184	0.0326665	0.0381763	0.0388888	0.041339	0.0375991	0.0373023
-2.78187	0.0370157	0.0341111	0.0328429	0.037033	0.0329432	0.0379265	0.0374016
-3.80851	0.0286262	0.0324849	0.0329616	0.0298958	0.030467	0.0292805	0.0327437
-4.83515	0.0241996	0.0227148	0.0238844	0.0242425	0.0207703	0.0201809	0.0233672
-5.8618	0.0150139	0.0163136	0.0193179	0.0138438	0.0185082	0.0153367	0.0158511
-6.88844	0.0121973	0.00604567	0.00388379	0.00798894	0.00184752	0.00522373	0.00436056
